OBJECTID,RNFL_DATE,WMRS_DAM_DLY_RNF_MM,WMRS_DAM_NMBR_DLY_RNF_MM,STNB_DAM_DLY_RNF_MM,STNB_DAM_NMBR_DLY_RNF_MM,VLVL_DAM_DLY_RNF_MM,VLVL_DAM_NMBR_DLY_RNF_MM,THWT_KLF_DAM_DLY_RNF_MM,THWT_KLF_DAM_NMBR_DLY_RNF_MM,WDHD_DAM_DLY_RNF_MM,WDHD_DAM_NMBR_DLY_RNF_MM,DE_VLRS_HS_DAM_DLY_RNF_MM,DE_VLRS_HS_DAM_NMBR_DLY_RNF_MM,NWLN_DAM_DLY_RNF_MM,NWLN_DAM_NMBR_DLY_RNF_MM,WYNB_DAM_DLY_RNF_MM,WYNB_DAM_NMBR_DLY_RNF_MM,CNST_NEK_DAM_DLY_RNF_MM,CNST_NEK_DAM_NMBR_DLY_RNF_MM,PLTK_DAM_DLY_RNF_MM,PLTK_DAM_NMBR_DLY_RNF_MM,BLCK_UPR_WTP_DAM_DLY_RNF_MM,BLCK_UPR_WTP_DAM_NMB_DLY_RNF_MM,BLCK_LWR_DAM_DLY_RNF_MM,BLCK_LWR_DAM_NMBR_DLY_RNF_MM,GLEN_GRY_DAM_DLY_RNF_MM,GLEN_GRY_DAM_NMBR_DLY_RNF_MM,TYGR_DAM_DLY_RNF_MM,TYGR_DAM_NMBR_DLY_RNF_MM,FR_DAM_DLY_RNF_MM,FR_DAM_NMBR_DLY_RNF_MM,BRKL_DAM_DLY_RNF_MM,BRKL_DAM_NMBR_DLY_RNF_MM,ATLN_WSFL_DAM_DLY_RNF_MM,ATLN_WSFL_DAM_NMBR_DLY_RNF_MM,MLTN_DAM_DLY_RNF_MM,MLTN_DAM_NMBR_DLY_RNF_MM,KLF_NEK_DAM_DLY_RNF_MM,KLF_NEK_DAM_NMBR_DLY_RNF_MM,BRGR_DAM_DLY_RNF_MM,BRGR_DAM_NMB_DLY_RNF_MM,NWLN_DAM_DLY_EVP_MM,NWLN_DAM_NMBR_DLY_EVP_MM,STNB_DAM_DLY_EVP_MM,STNB_DAM_NMBR_DLY_EVP_MM,WMRS_DAM_DLY_EVP_MM,WMRS_DAM_NMBR_DLY_EVP_MM,BRKL_DAM_DLY_EVP_MM,BRKL_DAM_NMBR_DLY_EVP_MM,WDHD_DAM_DLY_EVP_MM,WDHD_DAM_NMBR_DLY_EVP_MM,MLTN_DAM_DLY_EVP_MM,MLTN_DAM_NMBR_DLY_EVP_MM,STNB_2_DAM_DLY_RNF_MM,STNB_2_DAM_NMBR_DLY_RNF_MM,STNB_3_DAM_DLY_RNF_MM,STNB_3_DAM_NMBR_DLY_RNF_MM,STNB_CTCH_4_DLY_RNF_MM,STNB_CTCH_4_NMBR_DLY_RNF_MM,WMRS_2_STH_DAM_DLY_RNF_MM,WMRS_2_STH_DAM_NMBR_DLY_RNF_MM,WMRS_3_NRTH_DAM_DLY_RNF_MM,WMRS_3_NRTH_DAM_NMBR_DLY_RNF_MM,WMRS_4_NEW_STH_DAM_DLY_RNF_MM,WMRS_4_NEW_STH_DAM_NMBR_DLY_RNF,WMRS_5_NEW_NRTH_DAM_DLY_RNF_MM,WMRS_5_NEW_NRTH_DAM_NMBR_DLY_RN,HS_DAM,TNL_DAM,MLS_DAM,WVL_DAM,SPRN_DAM,KTCH_DAM,WKPJ_DAM,CNEK_DISA_DAM,DAM_DAY,DAM_MNTH,DAM_YEAR,WMRS_HOEK_1_DAM_DLY_RNF,STNB_1_DAM_DLY_RNF,VLVL_DAM_DLY_RNF,THWT_DAM_DLY_RNF,WDHD_DAM_DLY_RNF,DE_VLRS_DAM_DLY_RNF,NWLN_DAM_DLY_RNF,WYNB_DAM_DLY_RNF,CNST_DAM_DLY_RNF,PLTK_DAM_DLY_RNF,BLCK_UPR_DAM_DLY_RNF,BLCK_LWR_DAM_DLY_RNF,GLNG_DAM_DLY_RNF,TYGR_DAM_DLY_RNF,FR_DAM_DLY_RNF,BRKL_DAM_DLY_RNF,ATLN_DAM_DLY_RNF,MLTN_DAM_DLY_RNF,KLFN_DAM_DLY_RNF,BRGR_DAM_DLY_RNF
48,2000/02/17 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,8,,6,,,,,,,,,,,,5.5,,,,,,,,,,,,,,17,2,2000,,,,,,,,,,,,,,,,,,,,
49,2000/02/18 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,9,,7.5,,,,,,,,,,,,11,,,,,,,,,,,,,,18,2,2000,,,,,,,,,,,,,,,,,,,,
50,2000/02/19 00:00:00+00,2,,,,0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,7,,,,9,,8,,,,,,,,,,2,,3,,,,,,,,,,,,,,19,2,2000,,,,,,,,,,,,,,,,,,,,
51,2000/02/20 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,6,,,,,,,,,,,,5,,,,,,,,,,,,,,20,2,2000,,,,,,,,,,,,,,,,,,,,
52,2000/02/21 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,4,,6.5,,,,,,,,,,,,8,,,,,,,,,,,,,,21,2,2000,,,,,,,,,,,,,,,,,,,,
53,2000/02/22 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,12,,7,,,,,,,,,,,,9,,,,,,,,,,,,,,22,2,2000,,,,,,,,,,,,,,,,,,,,
54,2000/02/23 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,9,,6,,,,,,,,,,,,8,,,,,,,,,,,,,,23,2,2000,,,,,,,,,,,,,,,,,,,,
55,2000/02/24 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,7,,7,,,,,,,,,,,,12,,,,,,,,,,,,,,24,2,2000,,,,,,,,,,,,,,,,,,,,
56,2000/02/25 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,8,,6.5,,,,,,,,,,,,6.5,,,,,,,,,,,,,,25,2,2000,,,,,,,,,,,,,,,,,,,,
57,2000/02/26 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,10,,6,,,,,,,,,,,,9.5,,,,,,,,,,,,,,26,2,2000,,,,,,,,,,,,,,,,,,,,
58,2000/02/27 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,9,,7,,,,,,,,,,,,6.5,,,,,,,,,,,,,,27,2,2000,,,,,,,,,,,,,,,,,,,,
59,2000/02/28 00:00:00+00,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,7,,7,,,,,,,,,,,,8,,,,,,,,,,,,,,28,2,2000,,,,,,,,,,,,,,,,,,,,
60,2000/02/29 00:00:00+00,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,7,207,,,9,239,7,171.5,,,,,,,,,,2,7.5,225.5,,0,,0,,,,,,,,,29,2,2000,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,,0,,
61,2000/03/01 00:00:00+00,,,,,0,,,,,,,,,,11,,8,,,,,,,,0,,,,10,,,,,,,,,,,,,,7,,,,7,,6.5,,,,,,,,,,,,9.5,,,,,,,,,,,,,,1,3,2000,,,,,,,,,,,,,,,,,,,,
62,2000/03/02 00:00:00+00,17,,21.5,,9,,,,7.5,,,,5.6,,,,,,11.2,,19.5,,19,,10,,11,,,,,,,,2.5,,,,,,,,1.5,,,,10,,6,,,,,,,,,,17,,2.5,,,,,,,,,,,,,,2,3,2000,,,,,,,,,,,,,,,,,,,,
63,2000/03/03 00:00:00+00,0.7,,6.1,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1.1,,,,,,0,,,,,,,,,,0.7,,6,,,,,,,,,,,,,,3,3,2000,,,,,,,,,,,,,,,,,,,,
64,2000/03/04 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4.5,,,,3,,2,,,,,,,,,,,,2.5,,,,,,,,,,,,,,4,3,2000,,,,,,,,,,,,,,,,,,,,
65,2000/03/05 00:00:00+00,,,0.3,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,1,,,,,,,,3.8,,,,7,,5,,,,,,,,,,,,8,,,,,,,,,,,,,,5,3,2000,,,,,,,,,,,,,,,,,,,,
66,2000/03/06 00:00:00+00,,,0.3,,,,,,10,,,,,,1.3,,,,,,1.2,,,,0,,,,,,7,,,,0.4,,,,,,,,8.3,,,,2,,6,,,,,,,,,,,,9.5,,,,,,,,,,,,,,6,3,2000,,,,,,,,,,,,,,,,,,,,
67,2000/03/07 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,7,,,,8,,0,,,,,,,,,,,,6.5,,,,,,,,,,,,,,7,3,2000,,,,,,,,,,,,,,,,,,,,
68,2000/03/08 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,6,,,,7,,4,,,,,,,,,,,,6.5,,,,,,,,,,,,,,8,3,2000,,,,,,,,,,,,,,,,,,,,
69,2000/03/09 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,9,,5,,,,,,,,,,,,6.5,,,,,,,,,,,,,,9,3,2000,,,,,,,,,,,,,,,,,,,,
70,2000/03/10 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,2,,5,,,,,,,,,,,,6,,,,,,,,,,,,,,10,3,2000,,,,,,,,,,,,,,,,,,,,
71,2000/03/11 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,5,,6,,,,,,,,,,,,6.5,,,,,,,,,,,,,,11,3,2000,,,,,,,,,,,,,,,,,,,,
72,2000/03/12 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,5,,4,,,,,,,,,,,,6,,,,,,,,,,,,,,12,3,2000,,,,,,,,,,,,,,,,,,,,
73,2000/03/13 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,0,,5,,,,,,,,2931185,,,,5,,,,,,,,,,,,,,13,3,2000,,,,,,,,,,,,,,,,,,,,
74,2000/03/14 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,3,,,,6,,3,,,,,,,,,,,,4.5,,,,,,,,,,,,,,14,3,2000,,,,,,,,,,,,,,,,,,,,
75,2000/03/15 00:00:00+00,,,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,4,,2.5,,,,,,,,,,,,4.5,,,,,,,,,,,,,,15,3,2000,,,,,,,,,,,,,,,,,,,,
76,2000/03/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,6,,0,,,,,,,,,,,,6,,,,,,,,,,,,,,16,3,2000,,,,,,,,,,,,,,,,,,,,
77,2000/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.5,,,,4,,2,,,,,,,,,,,,5.5,,,,,,,,,,,,,,17,3,2000,,,,,,,,,,,,,,,,,,,,
78,2000/03/18 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,8.5,,3,,,,,,,,,,,,5.5,,,,,,,,,,,,,,18,3,2000,,,,,,,,,,,,,,,,,,,,
79,2000/03/19 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.5,,,,6,,4.5,,,,,,,,,,,,6,,,,,,,,,,,,,,19,3,2000,,,,,,,,,,,,,,,,,,,,
80,2000/03/20 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,3.5,,5,,,,,,,,,,,,12.5,,,,,,,,,,,,,,20,3,2000,,,,,,,,,,,,,,,,,,,,
81,2000/03/21 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4,,,,12.7,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,21,3,2000,,,,,,,,,,,,,,,,,,,,
82,2000/03/22 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.4,,,,11,,4.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,22,3,2000,,,,,,,,,,,,,,,,,,,,
83,2000/03/23 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4.5,,,,6,,3.5,,,,,,,,,,,,5,,,,,,,,,,,,,,23,3,2000,,,,,,,,,,,,,,,,,,,,
84,2000/03/24 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,6.5,,6,,,,,,,,,,,,5,,,,,,,,,,,,,,24,3,2000,,,,,,,,,,,,,,,,,,,,
85,2000/03/25 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,8,,4,,,,,,,,,,,,11.5,,,,,,,,,,,,,,25,3,2000,,,,,,,,,,,,,,,,,,,,
86,2000/03/26 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,6,,,,5,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,26,3,2000,,,,,,,,,,,,,,,,,,,,
87,2000/03/27 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,4.5,,5,,,,,,,,,,,,8.5,,,,,,,,,,,,,,27,3,2000,,,,,,,,,,,,,,,,,,,,
88,2000/03/28 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5.5,,,,8,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,28,3,2000,,,,,,,,,,,,,,,,,,,,
89,2000/03/29 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,,6,,4,,,,,,,,,,,,5,,,,,,,,,,,,,,29,3,2000,,,,,,,,,,,,,,,,,,,,
90,2000/03/30 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,4.5,,,,7,,4,,,,,,,,,,,,8,,,,,,,,,,,,,,30,3,2000,,,,,,,,,,,,,,,,,,,,
91,2000/03/31 00:00:00+00,0,17.7,0,28.2,0,9,,,,,,,,,,,,,0,11.2,0,20.7,0,19,0,10,,,0,10,0,7,,,0,3.9,,,,,,,5,153.1,0,0,7,184.7,3,121.5,,,,,,,,,0,17.7,4.5,191.5,,0,,0,,,,,,,,,31,3,2000,2,4,1,,3,0,1,2,2,1,2,1,1,1,1,1,,3,,
92,2000/04/01 00:00:00+00,0,,0,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4.5,,0,,6,,4,,,,,,,,,,0,,7.5,,,,,,,,,,,,,,1,4,2000,,,,,,,,,,,,,,,,,,,,
93,2000/04/02 00:00:00+00,0,,0,,0,,,,8.5,,,,,,,,1.8,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,5,,0,,5,,8,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,2,4,2000,,,,,,,,,,,,,,,,,,,,
94,2000/04/03 00:00:00+00,0,,6,,0,,,,,,,,3.5,,3.4,,3,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,,,,0.4,,0,,2,,3,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,3,4,2000,,,,,,,,,,,,,,,,,,,,
95,2000/04/04 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,16,,,,,,,,,,,,6,,0,,2,,2,,,,,,,,,,0,,6.5,,,,,,,,,,,,,,4,4,2000,,,,,,,,,,,,,,,,,,,,
96,2000/04/05 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,9,,0,,,,,,,,,,0,,5,,,,,,,,,,,,,,5,4,2000,,,,,,,,,,,,,,,,,,,,
97,2000/04/06 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,8,,3.5,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,6,4,2000,,,,,,,,,,,,,,,,,,,,
98,2000/04/07 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,6,,3.5,,,,,,,,,,0,,5,,,,,,,,,,,,,,7,4,2000,,,,,,,,,,,,,,,,,,,,
99,2000/04/08 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,6,,4,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,8,4,2000,,,,,,,,,,,,,,,,,,,,
100,2000/04/09 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,6,,0,,5,,4,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,9,4,2000,,,,,,,,,,,,,,,,,,,,
101,2000/04/10 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,2,,0,,7,,4,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,10,4,2000,,,,,,,,,,,,,,,,,,,,
102,2000/04/11 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,2.5,,0,,5,,3,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,11,4,2000,,,,,,,,,,,,,,,,,,,,
103,2000/04/12 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,4.5,,0,,6,,3,,,,,,,,,,0,,5,,,,,,,,,,,,,,12,4,2000,,,,,,,,,,,,,,,,,,,,
104,2000/04/13 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,4.5,,0,,4,,2,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,13,4,2000,,,,,,,,,,,,,,,,,,,,
105,2000/04/14 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,4,,0,,6,,3,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,14,4,2000,,,,,,,,,,,,,,,,,,,,
106,2000/04/15 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,,,0,,0,,0,,,,,,,,,,,,4,,0,,5,,2,,,,,,,,,,0,,4,,,,,,,,,,,,,,15,4,2000,,,,,,,,,,,,,,,,,,,,
107,2000/04/16 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,7,,3,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,16,4,2000,,,,,,,,,,,,,,,,,,,,
108,2000/04/17 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4.5,,0,,4,,2,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,17,4,2000,,,,,,,,,,,,,,,,,,,,
109,2000/04/18 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,5,,2.5,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,18,4,2000,,,,,,,,,,,,,,,,,,,,
110,2000/04/19 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,6,,3,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,19,4,2000,,,,,,,,,,,,,,,,,,,,
111,2000/04/20 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,7,,0,,5,,7,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,20,4,2000,,,,,,,,,,,,,,,,,,,,
112,2000/04/21 00:00:00+00,0,,0,,0,,,,35,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,5,,2,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,21,4,2000,,,,,,,,,,,,,,,,,,,,
113,2000/04/22 00:00:00+00,0.6,,4,,2.5,,,,3.6,,,,,,5,,18,,8.5,,4,,2,,3.4,,14.5,,2,,0,,,,8.5,,,,,,,,0,,0,,5,,1,,,,,,,,,,0.6,,3.1,,,,,,,,,,,,,,22,4,2000,,,,,,,,,,,,,,,,,,,,
114,2000/04/23 00:00:00+00,3.5,,6,,7,,,,3.6,,,,32,,6.6,,6.5,,2.2,,3,,4,,2,,3.5,,9,,12,,,,4,,,,,,,,0,,0,,2,,0,,,,,,,,,,3.5,,3.5,,,,,,,,,,,,,,23,4,2000,,,,,,,,,,,,,,,,,,,,
115,2000/04/24 00:00:00+00,0,,0.5,,0,,,,1.5,,,,5,,0,,0,,0,,0,,0.1,,1.6,,3,,0.5,,0,,,,0.1,,,,,,,,2,,0,,12,,0,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,24,4,2000,,,,,,,,,,,,,,,,,,,,
116,2000/04/25 00:00:00+00,0,,2,,0,,,,,,,,,,3.8,,0,,2.5,,2,,2.5,,2.2,,5.8,,3,,0.6,,,,2.9,,,,,,,,2,,0,,5,,0,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,25,4,2000,,,,,,,,,,,,,,,,,,,,
117,2000/04/26 00:00:00+00,0,,0,,0,,,,,,,,5,,0,,6,,0,,0,,0,,0,,0,,0,,4,,,,,,,,,,,,2,,0,,1,,1,,,,,,,,,,0,,5,,,,,,,,,,,,,,26,4,2000,,,,,,,,,,,,,,,,,,,,
118,2000/04/27 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,4,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,27,4,2000,,,,,,,,,,,,,,,,,,,,
119,2000/04/28 00:00:00+00,0,,0,,0,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,3,,5,,,,,,,,,,0,,3,,,,,,,,,,,,,,28,4,2000,,,,,,,,,,,,,,,,,,,,
120,2000/04/29 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,,,,,,,1.5,,0,,7,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,29,4,2000,,,,,,,,,,,,,,,,,,,,
121,2000/04/30 00:00:00+00,0,4.1,2.4,20.9,0,9.5,,,0,52.2,,,2.5,44.5,0,18.8,1,36.3,0,13.2,0,9,0,8.6,1.7,10.9,0,26.8,0,14.5,0,33.6,,,1.1,16.6,,,,,,,1,98.9,0,0,3,156,4,87.5,,,,,,,,,0,4.1,3,129.1,,0,,0,,,,,,,,,30,4,2000,2,6,2,,5,0,4,4,6,3,3,4,5,4,4,5,,5,,
122,2000/05/01 00:00:00+00,0,,1.2,,0.6,,,,5,,,,1,,6,,1.5,,0,,0,,0.5,,0,,7.1,,0,,2.5,,,,1.4,,,,,,,,1.9,,0,,0,,1,,,,,,,,,,0,,3,,,,,,,,,,,,,,1,5,2000,,,,,,,,,,,,,,,,,,,,
123,2000/05/02 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,1.7,,0.6,,0,,0,,0,,0,,0,,2.5,,,,1.5,,,,,,,,2,,0,,1,,0,,,,,,,,,,0,,4,,,,,,,,,,,,,,2,5,2000,,,,,,,,,,,,,,,,,,,,
124,2000/05/03 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,4,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,3,5,2000,,,,,,,,,,,,,,,,,,,,
125,2000/05/04 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,4,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,4,5,2000,,,,,,,,,,,,,,,,,,,,
126,2000/05/05 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,5,,1,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,5,5,2000,,,,,,,,,,,,,,,,,,,,
127,2000/05/06 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,2,,,,,,,,,,0,,3,,,,,,,,,,,,,,6,5,2000,,,,,,,,,,,,,,,,,,,,
128,2000/05/07 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,4,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,7,5,2000,,,,,,,,,,,,,,,,,,,,
129,2000/05/08 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,5,,5,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,8,5,2000,,,,,,,,,,,,,,,,,,,,
130,2000/05/09 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,9,5,2000,,,,,,,,,,,,,,,,,,,,
131,2000/05/10 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,4,,2,,,,,,,,,,0,,3,,,,,,,,,,,,,,10,5,2000,,,,,,,,,,,,,,,,,,,,
132,2000/05/11 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,3,,3.5,,,,,,,,,,0,,4,,,,,,,,,,,,,,11,5,2000,,,,,,,,,,,,,,,,,,,,
133,2000/05/12 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,5,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,12,5,2000,,,,,,,,,,,,,,,,,,,,
134,2000/05/13 00:00:00+00,0,,0,,0,,,,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1.5,,,,,,,,2,,0,,5,,3.5,,,,,,,,,,0,,3,,,,,,,,,,,,,,13,5,2000,,,,,,,,,,,,,,,,,,,,
